user_name,review_title,review_date,review_text,rating 
aaronsace,"""WOKE""",25 September 2020,"""Well acted but the plot is far too distracting... It's not a mystery but a whole plot built on women empowerment...""",1
aleshamushtaq,"""Omg this movie is BAD""",23 September 2020,"""Let's just say WHAT THE HECK WAS THAT MOVIE.....
Honestly I love all the actors/actresses that come in rhos movie but like them playing In this movie lime what the actual F. This movie honestly does not deserve 6.7 like coming guys atleast it should in 4s or 5s. Honestly pleople only liked it because Henry and Sam and ESPECIALLY Millie was I this video also Helena bonham. This movie has some of the best actors and actresses In it but omg tge plot is hella dry. .
Like what is even going on, in the end this movie looks like a very cheaply directed with a very challenging budget.I hate this movie and itd disappointment struck me becz I was expecting something""",2
sakkaraps,"""Very classic narrative take on the Sherlock Homes movies.""",23 September 2020,"""Its concept has a fresh feel to it. It has a balanced mix of love, innocence, bold moments stating equality of women and some 'guess what happens next' moments. Its a fairly new story line up for Sherlock so far we have seen in movies and tv series. But i don't think it would have a great after math though. It was good the first time i watched it. I would not think of rewatching it anytime soon.
Thank you.""",8
jordan-stanford-11-827136,"""It's not a documentary...""",23 September 2020,"""Oh wow! Some of these reviews! I made an account just to review this film. The reviews I've read have slated it as unrealistic for the time period and one review just stated ""feminism"" and scored it 1, that says more about the reviewer than the film.Nobody watching this is disillusioned enough to think this is an accurate portrayal of the time or the people in it (or at least I didn't think they were until I read the reviews). It is a lighthearted, family film that is exactly what you'd expect. It's not gritty or dark, it's a bit of fun and a perfect raining day movie to make you feel good. I thoroughly enjoyed it.""",7
BrickNash,"""A charming slice of children's fantasy with a great cast!""",24 September 2020,"""My word, some reviewers have a real stick up their a**e!This is a charming little film which is aimed at teenage girls, and is so obviously a fantasy piece that I find it hard to believe that anyone is seriously criticising it for historical inaccuracies any more than they would pick apart Lord of The Rings for the same reason.The excellent cast is clearly having a lot of fun, and it is doing what it needs to do for its intended demographic - which is NOT hard-core costume drama and history buffs.Please remember that this is a film for young adults, not full grown ups, so I do think people should stop being so unbearably snobby and just enjoy it for what it is - a lovely little film which will certainly become a childhood classic for many, and undoubtedly be a great stepping stone into larger things.""",10
amamka,"""Agenda is not the worst part of this... piece""",30 September 2020,"""The worst is that this is now a thing in the world that someone can use your favorite characters to popularize ones mediocre writing. Also what is bad is script and actors play.
So empty, so luscious.
Specially i hate play of this Natalie Portman clone which trying so hard to display that she is definitely not a character but a very, even overly talented teen actor which is so pro in grimacing. She is overplayed like every second of it. Jim Carrie - not less.
This movie in some strange way insults me as a watcher. I mean, why creators of this thinks so bad of watchers that they allowed this exist? Cant recall that i hated any other movie this much. Let me think... oh i hated ""the shape of water"" almost like this one. But this is much worse actually. It is worse than any avengers movie. It is worse than ""banker"" worse than any jaden smith movie, worse than hunger games, divergent and twilight. I would probably even rather watch whole Garry Potter which i hate than watch 15 minutes of this. It is definitely worst film i ever watched. Like seriously""",1
Richard_Vine,"""Rather a strange, disjointed film""",28 September 2020,"""Overall it is a film of its time. In other words a politically correct film that ignores the era in which it is supposedly set and plods along its own 21st century path with plenty of 19th century CGI backdrops.
The continual breaking of the Fourth Wall by the lead character is annoying. Since we all know that the film has no relationship with real life, past or present, it is irritating to have someone tapping on the lens shouting, ""This isn't real, you know!"" The audience worked that out very quickly.
While the leads, Enola and Tewksbury have some screen credibility, the remainder are very one dimensional. Mycroft is a scowling dolt, Sherlock is no brighter but has a nice smile, mother is barking mad, most of Tewksbury's family should be locked into the same asylum. We are also given the token black woman who adds nothing to the story other than tick another box on the director's list.
Please, please don't even think about making Enola II.
I'm sure there is a political statement behind the name and Enola Gay but I can't quite figure what it is.""",2
lrngfac97,"""Fun movie - a pinch of everything!""",18 October 2020,"""In 2020 where bad news seems to bombard one at every turn, this movie is a light, fun distraction!
Enola Holmes is a entertaining film that includes adventure, mystery, and a pinch of romantic energy. There are heroes, villians, and unexpected twists that hook one deeper into the plot - anxious to see the satisfying (yet obvious) outcome.
I highly recommend this movie to young adults - and, those young at heart. When the news is filled with stories that can drag one's spirits down - watch Enola Holmes to have them lifted up - at least for 2hrs. Enjoy!""",9
ursuladuke,"""Kind reminder: Enola is not Sherlock. And that's great!""",17 October 2020,"""I've been a fan of Sherlock Holmes' stories since forever. However, in this case, I didn't expect or wanted to watch a movie about him. I wanted to see something different and I did. And it was great! Millie Bobby Brown was fantastic, captivating and fun, and so were the rest of the cast. Plus, the story was entertaining, with the right dose of Sherlock's mystery, served through a fresh, vigorous female vision. I would love to see a sequel and generally more female protagonists in mystery movies.""",9
steveholder-75293,"""Much better than expected""",17 October 2020,"""Quite intriguing style, never dull and well acted. Maybe borrowed the looks to camera from Fleabag? Definitely worth more than the current average of 6.6!""",8
rhayesjr,"""OMG! Stop over analysing!!""",14 October 2020,"""This is a good movie! Watch it! Fun and entertaining! What else do you need from a movie!""",8
idrismovloodi,"""Good script and Good soundtrack""",13 October 2020,"""It was in line with my taste Fascinating adventure with fantastic soundtrack""",7
markhardbone,"""Very entertaining...""",13 October 2020,"""And after reading that she produced it herself, I am very impressed and happy to dismiss the little flaws here and there as a charming signature of a great and very promising young producer/actress.
Although the excessive talking to the audience did irritate a bit at first, i still found myself enjoying it increasingly more and more as it is very consistent and well placed throughout this ever changing fast paced adventure and because she is pulling it off so exemplary, that it gives the movie a very modern and young appeal while adding a whole set of layers to the way the story is narrated.
A very entertaining and well worth watching piece of British cinema (well almost) and definitely one of the luckier shots in the dark that Netflix has had in the last couple of months (or even years?!).""",8
hannahbejoc,"""BOMBED! MUST WATCH!!!""",12 October 2020,"""This movie has been an eye opener for me. As a youth and a girl living with the conformities the society has set out for me, I knew exactly how she felt because there were also times when I went through the same experiences as her. It showed how much the community we live in needs so much change. There are people who don't seek for change because they are one of the beneficiaries who indulge themselves even if it is not for the betterment of many. It motivated me to speak up even when the world is shutting me down, to move under a limited space so others can thrive and to go out of the box I have been caving myself in. This is something people don't usually realize but because of this movie, I was able to do so. As cliche as it may sound, but Enola Homes changed a part of my life and how I view things were definitely changed into a better perspective. This movie is meant to give a positive message about becoming your own version and not letting society standards dictate what you should be doing.I hope other people will also be able to watch this because, Im sure that they will also learn a lot about themselves, our society and the things that they can do for the future ahead us.""",10
kristoffer-46,"""A great Holmes story!""",9 October 2020,"""Plot:
Enola Holmes set out on a journey to find out what happened to her mother who has gone missing. Her oldest brother Mycroft Holmes have other plans for her however as he wants her to be a proper lady and stop living the ""wild"" lifestyle influenced by their mother. The middle child Sherlock Holmes stands in the middle of his two siblings as he cares for them both, and has never been the best at emotions in general. We follow Enola Holmes on her first adventure on her own as she defies Mycroft and sets out to find her mother, only to come across another mystery who might very well change history itself.
Verdict:
I really do not understand how a movie lover cannot like this movie. If you want to read a proper Sherlock Holmes story then I suggest you turn your screen off and read one of the many stories written by Sir. Arthur Conan Doyle himself. This is not a Sherlock Holmes story. This is another take on the Holmes universe which keeps some characters and adds some other. This is the story about Enola Holmes. It is a mystery story about bravery, differences, society expectations & finding yourself and holding on to who you are. I thought it was a delight to see the Stranger Things star Millie Bobby Brown as the lead actress in this movie and she made a great and convincing performance as the younger sister of the iconic Mycroft & Sherlock characters. Henry Cavil does a fresh take as now side character Sherlock and speaking of the cast it would be wrong not to acknowledge the actress legend Helen Bonham Carter who plays the role as the mother Eudoria Holmes. Millie Brown & Bonham Carter stole every scene they had together and it was a delight to watch.
I thought this was an exciting, funny and fresh Holmes movie that was entertaining from the beginning to the end.8/10""",8
roelwagteveld,"""Lovely movie""",9 October 2020,"""Enola is so endering. I give the performance an 11 out of 10. Pun intended.I am a man and I love this movie. My wife did even more so.It is a very sweet and soft toned movie so if you don't like those kind of things it might not be for you.Sherlock is very different than we are used to but that's okay. It wouldn't fit otherwise so I think in the end it was a good decision to go that way.""",9
Stanlee107,"""Holmes-ly""",9 October 2020,"""This is as British as Pride and Prejudice & has the same English charm too. It is nice to see Millie Bobby Brown grow as an actor from her most recognisable role as Eleven in Stranger Things.It's a different take on the Sherlock Holmes reimagined franchise. The casts do a decent job. It is a 2 hour long film & it's more of a family film that is inoffensive and has thrilling family friendly action scenes with no sense of danger.""",6
mahraj,"""Entertaining, warm, beautiful and lovely""",9 October 2020,"""Beautiful scenes and an entertaining story. Would love more movies like this... except I disagreed with one message. Not sure why the movie is promoting distance and discord within families. The message is a bit anti-family.. my high rating is for the overall adventures and the scenery.""",9
GWReviewDabbler,"""Holmes: ""Is that comforter on your bed?"" Watson: ""No, sheet, Sherlock""""",9 October 2020,"""A Netflix film starring the ever-rising star of Millie Bobbie Brown and the reliable and talented pair of Henry Cavill and Sam Claflin. What could go wrong?Honestly, nothing - it is a thoroughly enjoyable film. It's not going to tax your brain, it's not going to worry you and scare you, it's a fun, who dun it, starring some very talented and likeable actors, well-written, sometimes amusing, some adventure, some mystery, it has got a Saturday evening written all over it! Sit down with a bag of Minstrels (or chocolate of your choice), a nice cup of tea or Cream Soda and Ice Cream (sorry going back to my childhood treat there!) and just enjoy the film.Millie Bobby Brown plays the lesser known Holmes - Enola, younger sister of Sherlock and Mycroft who embarks on a mission to find something important to her that's gone missing, whilst avoiding her guardian Mycroft, the more arrogant and less caring elder brother - played brilliantly by the normally likable Mr Claflin and trying to emulate her slightly Superman looking but more caring and definitely elementary pointing out brother Sherlock - Mr Cavill, showing his more tender older brother side whilst maintaining Sherlock's dignity and sensibleness.Along the way, she meets the young Viscount Tewkesbury, who has problems of his own, namely in the form of Burn Gorman's Linthorn - seriously it seems that if you ever need a hard-eyed bad guy, who is silently threatening then Burn Gorman is there to get to the job - he does these roles incredibly well, his family who are out looking for him, including Frances de la Tour as his Dowager (I can't help but think of Maggie Smith every time I hear the word Dowager now - Downton has a lot to answer for!) Grandmother and Fiona Shaw as Miss Harrison, who is blatantly the much more horrid ancestor of her character in Three Men and Little Lady.Millie Bobby Brown is superb and it is amazing that someone of her talent and screen presence is still only 16 and even more amazing is that I didn't know that she is British - she did such a great accent, I had to look it up and was surprised to find the reason she does such a great British accent is that she has British parents, even though she has moved around a fair bit. There are times during the film when Enola either makes little comments to or looks at the audience and from some actresses that could be annoying but she imbues it with a sense of charm and humour. This is one young lady with a huge, huge future ahead of her and well-deserved so far!It sets itself up nicely for a second film and both Miss Brown and director Harry Bradbeer both want to make a second one, I can only hope Netflix green lights it - though they can make odd decisions - cancelling The Dark Crystal series anyone!Sit down this weekend, crack open the chocolates and 1980's style drinks and sit back and watch Sherlock's lesser known sister take centre stage - was this a resounding success - No ship Sherlock it was (sorry couldn't resist - I nearly made it to the end though)(writing ship really reminds me of Die Hard's yippee ki yay kimosabe and I'm kind of disappointed with my self-editing - but had to be done as this is a family friendly blog!Oh yeah a really fun and enjoyable 16/20 from me - even Shell enjoyed it, so you know it's got to be good.""",8
ginasharp,"""Team Enola!""",9 October 2020,"""This was fun to watch! This story has a suspense to it that was very interesting and follows some historical actions during the suffragette period in London. There was action, humor (Enola talks to the screen), mystery and period costumes! A great watch for the family, at least with older kids who would understand the storyline.Waiting for movie 2 - Please Netflix..... :D""",8
goheidigo,"""Lovely surprise! Family Film!""",9 October 2020,"""Where to start? Casting was spot on. Sets & photography was beautiful. Story in some parts wore a bit thin- missed an important opportunity to include more about the suffragette movement, but a nice reveal. Direction, especially with Enola breaking the fourth wall, was great. That is a roll of the dice that doesn't always work. It's a family film which in these Covid days is so needed. Hoping for more sequels. Keep the same cast!""",9
laserbob-18969,"""Very good""",9 October 2020,"""Such an amazing movie. My wife and mistress both enjoyed it.""",10
chadycom,"""Amazing Family movie to watch!""",9 October 2020,"""What's with all the underrating you people are doing? As if we are still in 2018 and there is no covid19 and the cinema industry is still at its best???
We Barely watch anything worth seeing today and most of them are made before 2020.
This was an amazing story, worth watching with family. Performance and effects were all the right fit for a Holmes movie at that era.""",10
elenaphysics,"""Really good""",9 October 2020,"""This is a really good movie.
I did not expect it to be that good
The cinematography is brilliant, the actors are very good.
The plot is very interesting and the protagonist is very likeable for a change.
She is not annoying at all.
I watched it just because I wanted to see Henry Cavill but I was pleasantly surprised.""",9
michelleinniss,"""wanted a break from 2020""",9 October 2020,"""This movie is rated as pg-13/13+ but it it a wrong rating it should be 7+. great acting done by Millie Bobby Brown. and as the other reviews i will say it is a good movie and not a bad or the boring one""",10
caronbc,"""Very enjoyable and a lot of fun...""",8 October 2020,"""I don't know why there are bad reviews on this movie? The only reason must be that the people giving them have lost their sense of fun.
So what if the mother is a feminist...they did exist back then!
Also, I have been a huge fan of Sherlock Holmes for many decades, but I was not offended by this movie at all, in fact I haven't had so much fun watching a movie in ages!
The story was fresh, the characters great with a wonderful line up of actors. The visuals and the soundtrack were a feast for the senses.
This was an enjoyable movie that I highly recommend!
And to those naysayers out there...lighten up, relax, and learn how to have some fun!""",10
me2Ladybug,"""In the end, I smiled""",8 October 2020,"""I enjoyed the diversity of the cast, the feminist world view, and the delightful Millie Bobby Brown.""",7
goodriddance_92,"""Millie is great. Solid film.""",7 October 2020,"""Millie has a very bright future ahead of her. The film on the other hand, although I gave it a 7, it felt like something was missing. It was definitely too long. The 4th wall breaking felt really off, a strange choice. There were some rather farfetched moments, she definitely should've died at one point.... The main plot point felt like a bit of a cop out in the end unfortunately.
All in all despite those flaws, it was very fun, a nice chill out film to put on.""",7
sparksofeyes-35986,"""I like it in general""",7 October 2020,"""Before watching it, i didn't expect that it would be a typical Sherlock movie because the trailer gave me some clues that it wouldn't be so. I like the message given in the film: Women are powerful and if they wish, they can change the world. I don't get why the rating is so low.This may be because men do not want to see powerful women around. I like the acting and the scenario fulfilled my expectations. It is a fun movie which I needed in these hard days.""",9
A-Shekhar,"""I loved it!""",30 September 2020,"""Watch it and make up your own mind, people here are way too torn about it. NO, it wasn't dull nor was it disappointing and there is nothing to better, it's good just the way it is""",9
joeplowman,"""Some people need to relax and enjoy a movie as entertainment , not a history lesson""",24 September 2020,"""Thoroughly enjoyed this movie , excellent cast , very good acting by the main leads , especially Millie Bobby Brown as Enola and Henry Daniell as Sherlock .The period detail was excellent . I didn't give it a 10 for only one reason , I expected or was expecting a different resolution to the main plot of the mother being missing . I won't give any spoilers so that's all I'll say , but it's a really well made movie ,good actors, enjoyable script, well directed , honestly , how could you not enjoy it when you see some of the rubbish that pours out of Hollywood regularly these days. Lighten up , it's not Arthur Conan Doyle, it's not meant to be , it's not about Sherlock , it's about Enola Holmes , and very good she is too. I hope there are more coming . 8/10 👍""",8
hm-97534,"""People need to chill.""",24 September 2020,"""I will say this that Millie Bobby Brown has got RANGE. It's hard to make the transition from child actress to young adult and do it convincingly. Saoirse Ronan is one of the few - but we can now add Millie Bobby Brown to that list. ""I thought ""Enola Holmes"" was fab - a hugely entertaining film.Cavill is good but his role is quite short. I wish Sherlock and Enola had more screen time together. To be able to potray these family like emotions so persuasively was amazing.
It is a convincingly excellent movie for the PG 13 target audience.
Don't compare it with any mode of Sherlock Holmes. It does not revolves around that much of details. But as it is said in the end, Enola Holmes is a - ""Detective and Soul Searcher.""""",9
koalay,"""A delightful young adult fantasy story""",24 September 2020,"""A light paced, funny, young adult fiction adaptation about a talented girl, Enola Holmes, getting to know and adapt to the real world.It does make effort to look and feel historically authentic (with the clothes, the make up, the props and etc). But in the most important part, it took some liberty in rewriting bits to make it a more empowering story for young women. And why not? It's a fantasy story for youngsters.It tells a young person to define oneself and to fight for the weak. It has a little bit of mystery, adventure, action. It adds a little bit of romantic touch to the plot. And it has a talented cast who committed to the characters and the story. That's pretty much I'd ask back in my early-teens.BTW, there is an abundant of even more absurd young films and fictions available. If you have problem with this one being girl-oriented, there are more than enough for you out there. Simply move on to find yourself another tree.As a used-to-be Holmes fan, the biggest nitpick for me is Mycroft. Mycroft is dumb down a lot so he can be a villainous character here (The canon books describes him to be even better in deduction than Shelock. He's just not as keen in field work as his younger brother). But again, its a rewrite aimed for younger people. I'll give it a pass.Overall, I enjoy the ride. It reminds me of being a younger soul. I'd love to see a sequel of it.""",8
nelsonedson-41535,"""Simple and touching. Delightful""",23 September 2020,"""For a long time I haven't seen a movie like this. Keeping things simple, funny and catching in a way you can enjoy with all the family.Just love it!""",9
kristispeth,"""Cute little piece of fluff""",23 September 2020,"""I enjoyed this movie. No it's not terribly complicated or historically accurate. But it is a cute movie that is an enjoyable way to spend a couple of hours.""",8
nennejoh,"""Better than i thought""",23 September 2020,"""Better than I expected, I thought the ""talking to the camera"" parts were a bit unnecessary and unfitting for the type of movie though, but other than that I have no complaints . I like the characters and the story was intriguing.""",8
adamjdavis-91950,"""Some people's reviews are shocking!.""",23 September 2020,"""My god, what's wrong with people and the horrible reviews?.
Why does every film now needs to rated by political Content.
The hatred because it shouts feminism is beyond me when the very meaning of female has been Desecrated by Hollywood and science.
It's a fun teenager movie with a women's self defence class thrown in.
What's not to like and laugh at.
People get over yourselves and remember what it was like to child.""",9
megha-19509,"""A Perfect Entertainer""",23 September 2020,"""Drama... Suspense... Romance... Friendship.. Message and of course some Sherlock.. Enola Holmes is a perfect package with Millie Bobby Brown as the star with her stellar performance... This is my first User review for any movie.. so one can imagine the positive impact this movie had on me.. Definitely worth the watch!!!""",9
marchedon_rebecarahela,"""Very good""",23 September 2020,"""It's an awesome movie. The actors are priceless. I saw it once and I think to watch it again.""",10
medovc,"""A beautiful mystery with a deep message...""",23 September 2020,"""Enola Holmes is another successful for the Holmes's, a movie all familly can enjoy watching it, Millie Bobby Brown with her english accent made the movie worth watching from the first minute, and Henry Cavill taking his part as Sherlock Holmes was a bold move and he was amazing.""",8
kyraonice0325,"""Unexpectedly Pleasing""",23 September 2020,"""I'll be honest: when I first heard about this film, I didn't think I would enjoy it. There was something about the trailer that just felt boring to me. However, excited to see Millie Bobby Brown in another role, I began watching with a fresh mind, and I was definitely pleasantly surprised: I enjoyed how it was feminist yet didn't overdo it and portrayed feminism in the most realising and heartfelt way. I also liked how it left opinions on various things open to the viewer. I especially admired how the male characters also had depth and development, which I often find lacking in films like this. Overall, I really enjoyed watching this and will probably be revisiting multiple times!""",8
goodyear-49563,"""Fun""",12 October 2020,"""Enjoyed it... would like to see more. Watched with my kids who also had a good time""",9
hannahbejoc,"""BOMBED! MUST WATCH!!!""",12 October 2020,"""This movie has been an eye opener for me. As a youth and a girl living with the conformities the society has set out for me, I knew exactly how she felt because there were also times when I when through the same experiences as her. It showed how much the community we live in needs so much change. There are people who don't seek for change because they are one of the beneficiaries who indulge themselves even if it is not for the betterment of many. It motivated me to speak up even when the world is shutting me down, to move under a limited space so others can thrive and to go out of the box I have been caving myself in. This is something people don't usually realize but because of this movie, I was able to do so. As cliche as it may sound, but Enola Homes changed a part of my life and how I view things were definitely changed into a better perspective. This movie is meant to give a positive message about becoming your own version and not letting society standards dictate what you should be doing.I hope other people will also be able to watch this because, Im sure that they will also learn a lot about themselves, our society and the things that they can do for the future ahead us.""",10
shaunbaileystokes,"""Great movie""",12 October 2020,"""I really enjoyed this movie, at first I was sceptical about the near constant breaking of the fourth wall, but in the end I feel that's what made the movie so good (think deadpool) Henry Cavill's Sherlock is one of my favourite renditions of the character I have seen to date.""",8
paveyj,"""Engaging""",11 October 2020,"""Well acted, engaging and thoroughly enjoyable!
Looking forward to a sequel.""",10
sunilkkchoudhary,"""Full of Drama""",11 October 2020,"""Millie Bobby Brown is simply awesome, a treat to watch. Her presence in every scene is fab. Story is wonderful where struggle of women in patriarchal society is portrayed very well.""",8
coffeerunner-48133,"""It's fantastic!""",11 October 2020,"""Well made! Kinda puts you back to the RDJ era of Holmes.""",9
alexandrarm,"""It was amazing!""",11 October 2020,"""I loved the film! The acting of Milly and Louis, I loved it! I hope there's a second part coming in the future!""",10
bothner-85846,"""Amazing future for this actress!!""",10 October 2020,"""This was awesome! Millie has a great future in acting. She is a wonderful actress and enjoyed every minute. Would love to see Enola Holmes as a series!!""",9
deepbhattacharya-94748,"""Beautiful indeed!""",9 October 2020,"""Oh what a movie Enola Holmes! Much much better than any Sherlock Holmes.. ever.. not just searching of a case but a revolution of a character, a theme and gender.""",8
AntoniaArcellaPerry,"""Remarkably well done""",8 October 2020,"""Remarkably well done, made me want to read the book. I was impressed to read in the credits that the lead actress was also the producer.""",10
aboe-84930,"""Loved it!""",8 October 2020,"""Brilliant production! Look, these are fun larks. Not classic Shakespeare. Caville did a good job stepping into a fire. Downey Jr and Cumberbatch have done it amazing work on Holmes, appreciate the challenge.""",8
midlandsgirl22,"""Charming and unique""",8 October 2020,"""Enola Holmes was such a fresh, charming and fun film. It dealt with serious issues, but also offered fresh perspectives on characters long beloved, like Sherlock Holmes. It was funny and heartwarming. A good watch for the whole family. Will enjoy rewatching for a longtime to come.""",9
t_b_conroy,"""Holmes Sweet Holmes""",7 October 2020,"""Was unsure whether this was supposed to be a teen flick or more for the adults but think in the end it ticked all the boxes as genuine family entertainment.Though a huge Sherlock Holmes fan of old, having seen every film and television rendition, I'm past caring about the tangents on which these stories veer from the original and just enjoy them (or not) for what they are.Henry Cavill and Helena Bonham Carter provide the gravitas while the young leads ably go about their business of solving a crime complete with modern vernacular and the mandatory martial arts skills that even the playing field, no matter size disparities.Good to see Frances de la Tour continue to grace the screen with her presence. A far cry from ""Miss Jones!"" (Rising Damp) maybe, but always triggers that fond memory nevertheless.""",7
shtamim-36097,"""My thoughts about Enola Holmes""",7 October 2020,"""A perfect sequel of sherlock...This one makes me happy.Millie bobie brown is Impressive""",9
kirkendallj-227-156330,"""A Good Origin Movie for the Family""",6 October 2020,"""The film was a decent sweet family film. I watched because I was curious as to how Millie Bobby Brown would do in another role not El. I am glad to say that she did very well. I didn't know that Henry Cavill or Helena Bonham Carter was in it, which is a pleasant surprise. The story isn't what you expect it to be, which keeps you on your toes. Movies that follow a predictive path are good, but I also enjoy a winding path that changes direction here and there. I guess the best that one could say is that they they hope they produce a sequel or a TV Series..""",8
jennanazareno,"""Fun and adventurous""",30 September 2020,"""The film has a light ambience where you can feel calmness and youthfulness while watching it.
You will also feel the curiosity to find out what will happen next which makes you more engrossed to watch it. I also like the parts where she has to decode her mom's messages. It think this movie is really entertaining and has a good quality.""",9
mr_bickle_the_pickle,"""Fun and cute""",30 September 2020,"""It was quite a fun movie, but I think it would work a bit better as a series. It felt like they were trying to set too many things up. Now, they're likely hoping for a sequel where I would assume some of this stuff would be addressed. But again, I think it would have been better to draw it out over a series, or cut something out and introduce it later on. Some of the mysteries/conflicts felt a little rushed.I don't generally like narration in films. I find it usually a lazy way to get exposition across. But it actually didnt bug me that much in this. Especially Millie making faces at the camera, I think it added to her ""spunky"" nature. I think it could have been toned down a bit. Especially in scenes with other characters, cause there was 1 or maybe 2 times where I said ""Was she saying that to them, or was that for us"" and then of course when others wouldnt react to her comment I would be like ""Ok for us then"". And overall, let us figure out stuff too.If you're looking for a more serious and cerebral Holmes movie, I dont think this will be for you. This definitely is geared more towards teens/families. Which isnt a bad thing, I still thought it was fun. But to just to keep in mind.I thought all the actors did a really good job. Millie was the standout of course and was very likable throughout. Henry's Sherlock was a tad...boring. I felt like his character kind of took a backseat to the rest which on one hand kind of makes sense since he isnt the main character but also kind of weird since in this universe he is made out to be a super impressive famous guy, but we really dont see much as to why. But again, things to explore in a sequel. Louis Partridge (who kind of reminds me of a young Ben Barnes) was good with what was given, but I feel like he was thrown in there mainly to fill that teenage heartthrob quota.But if they do make a sequel, I would check it out. I really liked Millie Bobby Brown and I liked her character.""",7
ibra-86853,"""Good""",30 September 2020,"""👍🏻Very Good hdhdhdhsuhdhdhdhdbhdjdjdjdbdjdjdbndkslkdjdjdhddjdjbdfjjfjffjfj""",8
gtessarini,"""The smartest sister of Sherlock Holmes""",30 September 2020,"""Enola Holmes, the younger sister of the famous detective Sherlock Holmes is an intrepid protagonist of the new Netflix production that bears his name. Filled with a youthful freshness, the film is capable of bringing us an invigorating version of the fantastic stories of deductions in an older century.Unlike the brilliant and fictional British researcher created in the 19th century by the writer Sir Arthur Conan Doyle, Enola is younger in fiction and in reality. The story that introduces the teenage character to the literature published in 2006 by the American author Nancy Springer.The character's youth in no way detracts from her cleverness. Enola is trained in different fighting styles, versed in various literature, with a spontaneous desire for investigations and for establishing her own free personality. In the story, Enola Holmes has to escape the rigid control and harshness of her older siblings while searching for her mother who has mysteriously disappeared.Getting involved in restrictive issues of social classes and sexism, characteristics of the time when the story takes place, but unfortunately, also today, a character is attracted to a dangerous political plot and to a young and platonic novel.Even though it is a production more geared towards the teen audience, the work pleases different ages with its action-packed narrative, mental and fun exercises that Enola can perform, standing out even his famous older brother, Sherlock Holmes, solving a difficult case before him.Although it diminishes some of its own innovative strength with a youth novel built very quickly - literally, in just a single afternoon, Enola already repeatedly exposes how much the romantic interest grows in her head - mistake and success of many productions in that same style, the film has a very efficient construction.Positive point for the temporal work that works on the pillars of the young character's self-knowledge and the discovery of the vast world that she always read about and prepared to explore, but had never really ventured, although she felt no fear during this adventure dangerous to which it is taken.In the script, in the setting of the scenes and costumes, and especially in the great and energetic performance of Millie Bobby Brown who also produces a work, the Netflix film based on the work of writer Nancy Springer is a plot really worthy of detective stories and with a lot of feminine empowerment, action, fun and current reflections.""",8
loryok,"""Disappointing""",29 September 2020,"""Waste of time. They should not use ""Holmes"" in the title at all, and call the movie simply ""Enola"", would be much more accurate.""",1
floradora,"""Subtle As A Brick""",28 September 2020,"""Another film that seeks to ""educate"" viewers and is rather heavy-handed about it. Women's rights, girl power, finding and embracing oneself, the brutality of misogyny and racism, a telegraphed ending... as Bill the Cat would say, ""ACK!"" There are so many cuts in every scene, the director must think viewers have the attention spans of gnats. Though the premise might have been clever, a very dissatisfying film altogether.""",4
aarongnr,"""Utter garbage""",27 September 2020,"""I can't say there is anything good about this movie. The acting is terrible, the script is badly written and the story is your typical female empowerment, just... without the empowerment? The female empowerment in this movie is basically a mother not giving her daughter a proper education because that's a somehow a curveball to society.And it's not smart either. Most of ""riddles"" in this are just wordplay which any 10y/o could solve with some time. Enola is a quick thinker and can solve it quicker, but that doesn't make the riddles any less boring.Don't waste your time on this. Millie Bobbie Brown is anything but a great actress (yet?).""",3
sagahohengeminis,"""Henry Cavill""",25 September 2020,"""Because of Henry Cavill I saw it. Great performance of Henry, little paper, but good.""",8
tarmar-125-253393,"""Cute movie""",24 September 2020,"""Should be required viewing by all young girls. There's something in it for them.""",7
amylg917,"""LOVED LOVED LOVED""",24 September 2020,"""That is it. That is the review!
Apparently that was too short. This film was excellent. Especially since I went into it with no expectations at all.""",10
bartramsimon,"""Great Fun""",24 September 2020,"""The star of the show is Millie Bobby Brown without question. She holds the whole film together and has an ease and lightness of touch.
She pulls of the dialogue particularly light comedy like a pro.Sam Claflin makes Mycroft distinctly unlikeable and does a good job with his part. As other reviewers say Henry Cavill is ok but miscast really. He's an actor I like but I would imagine someone like James Mcavoy would've suited it better and pulled off those little oddities and eccentricity that defines Sherlock.All the other cast members are good. It has a very English feel and has that kind of quality BBC period comedy drama feel. Netflix seem to be snapping up those features that could've bombed badly in a theatrical release not because they're bad films but don't have the tent pole budgets and action set pieces that only seem to attract cinema goers these days.It's an enjoyable romp with a fairly sound plot and enough detective work and sleuthing to satisfy. Really could be a pilot for a TV series if I'm being honest""",7
